Comment,Sentiment,Food,Service,Value,Ambience,Cleanliness,Amenities,Hospitality,Location,Front-Desk,Room
"No service etiquettes from the front office guys Room service wouldnt refill coffee/sugar when/ after cleaning the room No water in the bathroom the day we went in, add that to the stained bath tub Air condtioner was set to 0 Degree celcius, for a whole day and night, unfortunately we where still sweating. The maintenance guys did fix it, but it dint make a huge difference",2,3,2,3,3,3,2,3,3,3,3
"Unfortunately the rooms and backyard are not as nice as the first impression one gets of the hotel. The furtniture is of bad quality, the room wasn't too clean, and worse was the disguting view out the window (pigeon dirt all over the place) that forced me to keep the curtain closed all day!",2,3,3,3,2,2,3,3,3,3,3
"Staff was extremely competent and constantly willing to help. The hotel is quite luxurious. They have two top restaurants in the building and a great travel desk. My bed's mattress was a little bumpy but they fixed it by adding a foam on top. These people reminded me of what true service means. We say we've invented the Service business in America. Well, these people don't claim anything but their acts demonstrate a level of service we can all learn from. I highly recommend this hotel. Enjoy the people and also the great food!",1,3,1,3,3,3,3,1,3,3,3
"Wow - what a difference in service here to what I received from the hotels I stayed in before and after my visit to the Royal Orchid. Free internet - fantastic, free drinks during happy hour - fantastic. Warm welcome by every member of staff you come into contact with. Airport drop off service was something else. Dropped off at the terminal, greeted by hotel staff member who carried my bag, escorted me to check-in and then to the security gate to make sure everything was ok. Wouldn't expect this level of service but wow it did make you feel your custom was appreciated. Service is key to differentiate one hotel to another and they do a good job here. Well done RO.",1,3,1,3,3,3,1,1,3,1,3
The staff was good and helpful. The services and amenities at the hotel were up to mark. Recommended.,1,3,1,3,3,3,1,1,3,3,3
not for biz,0,3,3,3,3,3,3,3,3,3,3
"I have stayed at several hotels to access clients on Outer Ring road and this one was the best thus far. Although the hotel still requires a cab ride to ORR, the ride on Old Airport road is not too congested before 8:00am. The hotel amenities were nice and the breakfast in the morning very nice and complementary. I did have some internet access issues one night, but other than that, no problems. Staff was very helpful and courteous.",1,3,3,3,3,3,1,1,3,3,3
A great example of how a hotel should operate. Courteous staff and well planned hotel layout.,1,3,3,3,1,3,3,1,3,3,3
"I am currently staying at this hotel and I am very impressed so far. Of course the staff are helpful and friendly as I have come to expect from the region of India. The hotel has some real charm. The rooms are large and comfortable with a LCD TV and a desk facilities. The breakfast is very good and the restaurants and pub are excellent. Of particular note is the Ginseng chinese restaurant in the hotel, the food there is unbelievable and highly highly recommended to all. I previously stayed at the Oberoi on MG road, by comparison the Oberoi was a great deal more expensive and very disappointing in comparison to Hotel Royal Orchid. This leads me to the cost, the price of the rooms is excellent for what you get. In closing I am very satisfied with this hotel so far and I am looking forward to the rest of my stay.",1,1,3,1,3,3,1,1,3,3,1
"Service at the Royal Orchid is truly Royal . Perhaps a little intrusive but most would not mind the definitive pluses.The rooms are ,ofcourse one long corridor and the view is only half decent , but the freebies are enough, theupgrades are there even without a request and the food is excellent and priced reasonably. Location is good by Bangalore standards although MG Road traffic hits you with great aplomb. All in all ,great value for money",1,3,1,1,3,3,3,3,1,3,1
The Hindustan International airport used to be on the Southeast side of Bangalore and was moved in June to the North side. So what should have been a 15 minute cab ride from the airport to the hotel took 2 1/2 hours. Luckily the hotel had a representative stationed at the airport to help get a taxi.,0,3,3,3,3,3,3,3,2,3,3
The hotel staff were friendly and most helpful. The hotel catered for my every need and I would recommend to other business users.,1,3,3,3,3,3,3,1,3,3,3
"We stayed here for a night before flying home to England as it was just by the airport. It's a really great hotel and we wished we could have stayed their longer. Lovely rooms, great staff, gorgeous food and a fantastic pool on the roof!! All in all excellent valus for money and I would highly reccommend it to anyone.",1,1,3,1,3,3,1,1,3,3,1
It was a nice stay though little expensive. I had booked for extra room decorations at some little expensive cost but it was not up to the mark.,0,3,3,2,3,3,3,3,3,3,3
we were in the 2nd floor.the view from balcony was extremely bad.it has a dumping ground right in front and a stagnant water body or a sewage place. the corridor had some damp smell.the room (233) had sink blocked and there were mosquito in the night biting. one plus point is that I had requested for anniversary cake which was super in taste and quality.so thank you for that.,2,0,3,3,3,2,2,3,2,3,3
"Pros: 1. Courteous staff 2. Gym & Swimming Pool facilities 3. Good Breakfast buffet 4. Spacious room Cons: 1. Hotel needs a tune-up. Lots of rust in different areas of the room and pool/gym facilities were rusy too. 2. Towels had stains so had to ask for new ones for use Overall, good stay.",0,1,0,3,3,1,1,1,3,3,3
Great ambience n location. Would love to stay here every time in in bangalore,1,3,3,3,1,3,3,3,1,3,3
awesome,0,3,3,3,3,3,3,3,3,3,3
We had a nice stay in this hotel..The staff were very good and courteous.The room was clean and well mainrained.,1,3,3,3,3,1,3,1,3,3,3
"Hotel is good maintain helpful staff, Food is nice. It is worth to pay",1,0,3,1,3,3,3,1,3,3,3
good,0,3,3,3,3,3,3,3,3,3,3
A very good value for money hotel and located in a very convenient location near Indira Nagar. The food was really good too and room was neat and up to expectations. Overall a good experience.,1,1,3,1,3,3,3,3,1,3,3
"Chck in got delayed, apparently rooms were not clean,without confirmation they gave smoking room, tht was changed immediately, 2nd floor corridor carpet was horrible, and second room allocated was too small, so third room was alloted! Its was ok ok! No water jet in the toilet, even no mug available! Roof top when asked for jacuzzi, gave excuse that parts have gone for repair! Old property! Deluxe room was small as executive room! Bfast also didnt have varieties of five star! Its a 2 star property! Max if bargain 3 star!",2,0,3,3,3,2,2,3,3,2,3
Very good hotel and Service. Location is also very nice,0,3,1,3,3,3,3,3,1,3,3
"Excellent in all aspects.... food , ambience, services,room cleanliness and the staff all are good.",1,1,1,3,1,1,3,1,3,3,1
Very bad service and food quality very bad. Tv is not working. My experience is very bad. Room is OK.,2,2,2,3,3,3,2,3,3,3,0
hotel having very good views and service staff are also very good I recommend this hotel to my friends,1,3,3,3,3,3,3,1,1,3,3
Am not happy because the bed was not good and also room was not what I was expecting .,2,3,3,3,3,3,3,3,3,3,2
"Nice hotel close to mg road, kormangla, Indra nagar etc....so if you have work in these areas, this is a good choice. They have a good lawn where you can enjoy alfresco breakfast and dinner. Food is good. The ladies at the reception are very attuned to customer service with a smile. Overall, I have stayed at the hotel many time and the experience is very positive. Would recommend it to all.",1,0,1,3,3,3,3,3,1,1,3
"No doubt its a good Hotel with excellent service but it lacks the maintenance. The bath tub looks old & by looking at it, makes me assume that thousands of people must have used it before me which kills the mood for relaxing moment after a long day. Its written at the reception that the hotel has heated swimmin pool, but its just a regular one which will be equally cold compared to others. Adding to that the swimming pool again is old & rustic & not in a good way. Having said that my stay was made very comfortable, thanx to the staff. The staff was very prompt & quick. Would recommend it for only sleepovers but for that it wont be value for money.",0,3,1,0,3,2,2,1,3,3,3
That was very nice stay in Royal Orchid. Thank you,0,3,3,3,3,3,3,3,3,3,3
It's a good hotel in nice locality with best budget..good service and enjoyed staying here,1,3,1,1,3,3,3,3,1,3,3
Take golf course view rooms. There restraunts are very nice specially tiger trail,1,3,3,3,3,3,3,3,1,3,3
Best experience in all . great ambience and rooms are awesome. better when compared to other vicinity 5* hotels. very nice golf view,1,3,3,3,1,3,3,3,1,3,1
good place to stay with family ... very good ambience .. and staff was also friendly ...,0,3,3,3,1,3,3,1,3,3,3
Visited this hotel on 28th of August. felt very much comfortable . Gud food and service providers. Great place to stay,1,1,1,3,3,3,3,3,3,3,3
Pleasant stay. Service is very good. Staff is friendly.,1,3,1,3,3,3,3,1,3,3,3
"Hotel is excellent with good ambience , morning breakfast is satisfactory .",0,0,3,3,1,3,3,3,3,3,3
The hotel was neat and staff where very helpful,0,3,3,3,3,1,3,1,3,3,3
Old but elegant... even though I booked orchid suits which is higher in price.. apartment studio looked good...,0,3,3,3,3,3,3,3,3,3,0
"The hotel staff understands the needs of business travellers. Coffee shop, Open area seatings are ideal to conduct short meetings.",0,3,3,3,3,3,2,3,3,3,3
Good location. Nice hotel.good staff.and value for money.,1,3,3,1,3,3,1,1,1,3,3
Overall stay was good but took more than 40 min to check in. People at front desk needs training.,0,3,3,3,3,3,3,3,3,2,3
"wonderful service, hospitality, Breakfast area is very beautiful. terrace pool is maintained nicely as well..",1,3,1,3,1,3,1,1,3,3,3
"Hotel is very good, staff meet with smile and always ask for any concern u have. Breakfast was nice a perfect south indian taste. Appriciate the Abriti, David, Ravi, Sourabh, Aalish etc.",0,0,3,3,3,3,3,1,3,3,3
Ambience is good but too expensive,2,3,3,2,1,3,3,3,3,3,3
I had a bad experience this time round.. in the new wing the AC shuts off by itself.. Room service is bad.. they don't give proper no of towels n bath robes.. TV remotes are lost post house keeping.. but few good things too.. good breakfast buffet spread.. in the new wing the rooms are better n TV has some new movies saved.. overall one bad experience..,2,0,2,3,3,3,2,3,3,3,3
Very good.. Over all stay was good. In room dining service is great.,1,3,1,3,3,3,3,3,3,3,3
"Good ambience, good food, pleasant and comfortable stay. Need to improve on room service.",0,1,2,3,1,3,3,3,3,3,1
Booked hotel for my friend .He prasied a lot.Excellent stay.Awesome service. Felt very good,1,3,1,3,3,3,3,3,3,3,3
The location was good and easily access able without any problems Food was good and services was excellent Cleanliness was maintained,1,1,1,3,3,1,3,3,1,3,3
Service quality and food is good.. It was a comfortable stay..,1,1,1,3,3,3,3,3,3,3,3
Very dirty hotel. The house keeping is worst. Reception is also very rude. Delay in services,2,3,2,3,3,2,3,3,3,2,3
very good hotel.. nice ambience.. good location.. good variety in breakfast.. cozy rooms.. helpful staff.. recommended for other travellers..,1,1,3,3,1,3,3,1,1,3,3
Stayed here for a week .rooms are spacious and breakfast buffet is great .,1,1,3,3,3,3,3,3,3,3,1
"The hotel room was dirty with a musty mouldy smell. When I mentioned this, they offered to spray perfume over it. Of course masking the smell doesn't help this health hazard. We felt sick after a few minutes in the room. We went to get some fresh air. Getting to the pool was a maze. When we finally reached, there were sticky Indian menu serving greasy options, nothing interesting. Looked around and realised I was sitting under a tube light with a lose wire dangling above me and seemed to be hanging in place by the wire itself. I went back to the room and opened the curtains and there were stains all over the window. The hotel said the floor was under construction. When I had checked in, they said don't worry- it's a great room! The wasn't. Im not saying that it wasn't worth the money, maybe there are better rooms at this hotel, but I had to leave. I was even willing to sacrifice the room rate, since the hotel refused to refund it. I find this service and overall experience was miserable, that too - on my wife's birthday! We left and checked into another hotel, the leela. It was a true 5 star. If only ratings were standardised, the Royal orchid should never me in the same category as the leela. Albeit, the leela was 3 times the price, but it was a work of art",2,0,3,2,3,2,3,3,3,3,3
"Stay was very comfortable. Checkin and checkout were smooth enough. Staff is very good and cordial. Hotel services are very good and convenient. Rooms neat and clean, everything was well managed. Overall a decent stay",1,3,1,3,3,1,3,1,3,1,1
We enjoyed our stay at the property. It is centrally located and very convenient to commute. This is very neat and well maintained place. This hotel is value for money.,1,3,3,1,3,1,3,3,1,3,3
location :off HAL road next to Golf course.Lobby:Big.Front office :Efficient.it's an old construction and rooms etc . gives you that feel.They are keeping it clean and tidy but you will experience the ageing every now and then.I had to wait for my room for some time .i again requested for change of room and got a front side room which was better.Food in dinner was good and reasonably priced .breakfast spread was good but they need to add more variety to it.it's a good staying option .,0,0,3,0,3,1,3,3,1,3,3
t is good location and food quality is also good and service is good and price also reasonable.,0,0,0,1,3,3,3,3,1,3,3
it was an memorable stay ! also. house keeping staff response was too good,1,3,3,3,3,3,3,1,3,3,3
We had a bad experience in this hotel there was no water in a 5star hotel that's really bad,2,3,3,3,3,3,2,3,3,3,3
I got good price while booking the flights and the hotel from GOIBIBO. I highly recommend GOIBIBO.,0,3,3,1,3,3,3,3,3,3,3
"I made a smooth stay without any hassle..check in and check out smooth enough, not an issue...staff was helpful and was offering a good service.",1,3,1,3,3,3,3,1,3,1,3
I am very satisfied with the hotel facility. Service and all are very good. No issue regarding any thing there. Hotel is located at the best place.,1,3,1,3,3,3,1,3,1,3,3
Nice service by the hotel management specially the morning breakfast.,0,0,1,3,3,3,3,3,3,3,3
"great place, staff was cooperative. rooms where clean. will stay again.",1,3,3,3,3,1,3,1,1,3,3
Its a very good hotel but location is little far from the city,0,3,3,3,3,3,3,3,2,3,3
"Stay was nice with this property, As such i haven't faced any issue. All that things went smooth and nice with this property, And i would rate it as 4.5 out of 5.",1,3,3,3,3,3,3,3,3,3,3
great in terms of everything....!!! Service Quality Awesomeness best,1,3,1,3,3,3,3,3,3,3,3
"room is quite clean but it was bit smelly. had to remind twice for rom freshner. all snacks kept in room are chargeable, receptionist asked us to mention credit card details for xyz reasons.",0,3,3,3,3,1,3,3,3,3,3
Liked it! Value for money stay :),1,3,3,1,3,3,3,3,3,3,3
"Location beautiful, renovated room was allotted to us although it was not Golf facing, hence quality of room was good with no view. Complimentary breakfast served was extremely good, but since the pro",0,1,3,3,3,3,3,3,1,3,1
Not friendly.The breakfast that they offerd is a trick.We will not able to get that food.Its the one of the worst hitel that i have seen in my life.No up to the standard of 5 star and their behaviour is too rude towards the custamer care.Hidden charges that is not included in the hotel policy. Goibibo didnt helped me to sort out the issues.They have no role in the hotel management.I called them for 1 hour to help me against the 10000rs that asked by the hotel management as advance which is not included in the hotel policy. Its a bad exoerience that i had from this hote.,2,0,2,2,3,3,3,2,3,3,3
"Let me get to the point straight away for the 1 rating. 1. My package (which was already paid for) included breakfast and dinner, but during check-in, I was informed my package does not include dinner. After I protested and wanted to cancel my booking, they made me wait for an hour before agreeing to include dinner in my package. Probably they wanted to earn a quick buck by denying us dinner and then making us pay the exhorbitatant charge for it separately. Not at all professional. 2. The next morning, during breakfast service, there was a huge rush for breakfast which the hotel team did not anticipate and there were many people including us who could not get breakfast due to the crowd and dishes getting exhausted. Again, poor operations management. To sum it up, they need professionals in their team with proper training- I'm not staying here again.",2,2,2,2,3,3,3,2,3,3,3
"if you opt for this hotrl, you will have to fight for each and every service. you will not even get basic stuff like dental kit if you dont ask for it. for breakfast you will have to fight till ur las",0,0,2,3,3,3,3,3,3,3,3
Great stay for 3 days during Christmas. Go for this hotel and you will not regret.,1,3,3,3,3,3,3,3,3,3,3
Nice clean rooms. Very nice location and accessibility. Good food...Breakfast spread was nice. Got a bit repetitve on the second day...But nevertheless...good taste and quality. Check-in and check-out was very fast. Very courteous and polite staff. Very helpful concierge. Very good value for money.,1,1,3,1,3,1,3,1,1,3,1
Hotel is so nice..you could feel the Star value there..bt Receptionists are very Arrogant..specialy male receptionist..i don't know how come these kind of person being recruited in such a great hotel..other than this everthing is awesome,0,3,3,3,3,3,3,3,3,2,3
Waited one hour to get my second room with my aged parents because of their technical problem. Lobby manager explained me that their centralized reservation team didn't forwarded my second room reservations details to this hotel .,2,3,2,3,3,3,3,3,3,2,3
"Heaven on earth ( Bangalore).Its been a great stay here .surroundings, facilities, luxury to the peaks",2,3,3,3,3,3,2,3,3,3,3
wonderful stay the ambience was very cozy which i liked,0,3,3,3,1,3,3,3,3,3,3
Located at one of the prime location in bangalore city,0,3,3,3,3,3,3,3,1,3,3
Hotel is really good. The services and the hotel room quality is very good. overall will rate 4.5 on 5. Hotel is well suitable for Business class people.,1,3,1,3,3,3,3,3,3,3,1
Breakfast was very good. Room was also good. Nice hotel if got a good deal/offer.,1,1,3,3,3,3,3,3,3,3,3
"staff was very courteous and we'll mannered, great breakfast and a pleasant stay.",0,1,3,3,3,3,3,1,3,3,3
location is little inside to main road and service also not so quick...u have to gve reminders,2,3,2,3,3,3,3,3,2,3,3
Not what was expected out of a five star property. No one to attend when we arrived .. no useful info passed on,2,3,3,3,3,3,3,3,3,2,3
That's about it.. Well food n service left much more to be desired.. ..,0,1,1,3,3,3,3,3,3,3,3
Its a remarkable property...with nice services and rooms...breakfast was comparatively better than other properties...well suggested for all type of people...!,1,1,1,3,3,3,3,3,3,3,1
Good ambience and well maintained rooms.The staff attitude also very good.,1,3,3,3,1,3,3,1,3,3,1
"They are over priced !! All Hype. For the room price we paid, we should be getting a great room. Room is so so. Not at 4-star level. All Restuarants are so over priced in there. I just don't unde",2,3,3,2,3,3,3,3,3,3,3
The rooms and bathrooms were quiet well maintained. The staff were very cordial and prompt. great ambience.,1,3,3,3,1,3,3,1,3,3,1
My stay in this hotel went quite well in terms of service quality and staff the it was very well managed..the food tasted well and location wise its located into the main city ..coming on to the sanitation and cleanliness it was very well maintained..overall it was a good hotel stay.The rooms and bathrooms were quiet well maintained. The staff and services were very cordial and prompt. The hotel had a quiet good ambiance to itself. This hotel is suitable for all depending upon their budget.,1,1,1,3,3,1,3,1,1,3,3
"Decent hotel, bit rustic, at not so cheap price, in good location though, if you want to be close to locations like Indra Nagar and MG Road.",0,3,3,2,3,3,3,3,1,3,3
Nice and decent hotel to stay in...overall I loved it,0,3,3,3,3,3,3,3,3,3,3
it was good...i did not face any kind of problem in that hotel...location is in the heart of bangalore silicon valley...service quality is also quite impressive...and very food was also of good quality...mainly for business person...,1,1,1,3,3,3,3,3,1,3,3
"
1. Room had traffic noise floating in from the street. 2. Since my room (101) was quite close to the reception, I didn't really mind having to recharge the entry card twice a day. But it might be a pain if you are on the upper floor and have to come back on finding that it doesn't work.

Pleasant staff, nice amenities, fast WiFi, hot water most of the times, in-room tea coffee maker. The bed was comfy, the linen and towels were clean.
Included also was a decent breakfast with a fairly large spread of items (I stayed four days and didn't repeat an item other than coffee!)... My room wasn't particularly large, but it wasn't small either...",1,1,3,3,3,3,1,1,3,3,1
"
Maybe a bit inconvenient for people driving down

Convenient location w.r.t. IISc Bangalore, spacious residential quarters, decent food, courteous staff",0,0,3,3,3,3,3,0,1,3,1
"
Location ,

I like the cleaning, staff, but houes keeping stuff need more training,",3,0,0,3,3,1,3,1,3,3,3
"
Open window in the bathroom

Friendly staff and a clean functional hotel",3,0,3,3,3,1,3,1,3,3,3
"
Breakfast should be added for all who book via the net too
No bad experience

Clean
Courteous",3,0,3,3,3,1,3,3,3,3,3
"
The standard of the food and cooking could be improved. There club sandwich was served  every-time without eggs but the menu card mentions it will be served with chicken and egg fillings inside of the sandwich.They could be a little more careful with what serve and what they mention. 
The key card was another pain. Every morning I had to go to the reception to reactivate it. Even though I was boarding for continuously 4 nights.

The behavior of all the staff is really appreciated. Very helpful, fast and polite.",0,0,3,3,3,3,2,1,3,3,3
"
Breakfast was average.

Friendly staff, good size room & comfortable bed",0,0,3,3,3,3,3,1,3,3,1
"
Highly over rated. It is a mediocre property, but is passed off as a 4 star one. The fixtures and appliances need maintenance. The AC in the bedroom went off in the middle of the night.

The bar and the barman Gouda are pretty cool. They deliver room service at no extra cost.",3,2,0,2,3,3,2,3,3,3,3
"
Staffs were very friendly and helpful.",3,0,3,3,3,3,3,1,3,3,3
"
Hygiene in the room and some stinking smell and all rooms aren't same.The room in which I  stayed doesn't have mini bar and microwave.ACs were not working upto mark.

Location and reception.",3,2,3,3,3,2,2,3,3,3,3
"
Breakfast can be improved

Superb wifi",0,0,3,3,3,3,1,3,3,3,3
"
I was given a room on 1st floor (103) and the Air conditioner noise from the ground floor was very irritating. I did not read previous reviews where people have clearly mentioned that this is one of the main problems in this hotel. Somehow I tolerated and got used to it.
The other problem is noise from the traffic.
I found two cockroaches in my room. One was small and the other one very big which was dead. Thank fully no bed bugs.
The outer side of the windows were very dirty. The surrounding of the hotel property needs general cleaning.

The hotel staff are friendly. Lift available. I am not sure if the hotel access is user friendly for disabled. Rooms appeared generally clean but could be better. Mattress is of good quality. Room had AC and was in working condition. I think there was a generator as well. In room service was also good. Breakfast was inclusive and it was ok. When I wanted to buy some medicine from a local pharmacy the staff were happy to go and buy for me.",0,0,1,3,3,2,3,1,3,3,0
"
Although sound, attentatively staffed and well situated on the top floor, the restaurant is possibly a little over-priced.

After two weeks of variable quality accommodation in southern India, it was great to end the trip in a really sound and reliable hotel, a stone's throw from the conference I was attending at the Indian Institute of Science.  The hotel works and everything we asked for got done.  The staff were even able to advise well on the fixing of my laptop and where best to buy fabric.",0,0,3,2,3,3,3,1,3,3,3
"
not so close to restaurants or other shops.

Close to IISc,
Big rooms, 
Excellent staff
Good room servie",3,1,1,3,3,3,3,1,0,3,1
"
Staff is cooperative, food is good, location is right for BIEC.",0,1,3,3,3,3,3,0,1,3,3
"
I wish the room looked like the one in the pictures. The room in real looked very mediocre.

I liked the hospitality of the staff.",0,3,3,3,3,3,3,1,3,3,0
"
We booked an appartment, so with kitchen.
There was no silverware in the kitchen.
Nothing worked in the kitchen, so the kitchen was useless to us.
Staff was not very helpful in service, even reluctant.

The appartment was spacy.
Design was nice.",2,3,2,3,1,3,2,2,3,3,3
"
no comments

No comments",3,3,3,3,3,3,3,3,3,3,3
"
Bilik air buruk

Staf peramah",3,3,3,3,3,3,3,3,3,3,3
"
Poor trained staff. Sub-standard food quality. So called compliment b/fast is not unto the std. Simply WASTE OF MONEY. We could get better facility for RS.4,700/-. Really felt very bad to go thru the poor response of ill trained staff. I will NEVER NEVER a come back to this property. I selected this Hotel since I had a meeting with IISc. But I regret for choosing this one.

Suit room is too good.",2,2,3,2,3,3,3,2,3,3,3
"
We found fungus in the room that we stayed. They made us wait for close
to 2 hrs even though I called early and requested for early checkin.

Very Close to iisc",2,3,3,3,3,2,3,3,0,3,3
"
not many shopping options nearby

Clean place, courteous people",0,3,3,3,3,1,3,1,0,3,3
"
NO WIFI was available during my visit.
Buffet breakfast would have been great, options for breakfast was limited.

Good property & spacious rooms",0,0,3,3,3,3,2,3,3,3,0
"
If you want recognition of international hotel, we foreigners are generally used to paper products! Leave instructions for Water heater, we don't use them...had cold shower- couldn't get the right switch...Breakfast was amazing, although efforts at the international breakfast were bad. Eggs were almost raw, I know the bread is was what is locally available, but weird and sweet for breakfast item.  Room was advertised as street view but was alley view which I found disturbing. You need to have someone whose first language is English; lots of English errors and misspelled words on menu. Lacks professionalism.

Staff were friendly",2,1,3,3,3,3,3,1,3,3,3
"
There were a lot of mosquito in toilet and shower room.
Costly for this facility.
The pictures in web are much greater than real.
Fare value is less than 3000Rs.

Kindly staff support.",2,3,3,2,3,2,3,0,3,3,3
very convenient if you're visiting IISc. The staff are professional and super helpful. it was a pleasure staying here!,0,3,3,3,3,3,3,3,1,3,3
Great stay!,1,3,3,3,3,3,3,3,3,3,3
Its pathetic......in fact its a very good word terrible experience....very bad room too dirty toilet with in sufficient light too bad food.........not advisable to book for any others in future,2,2,3,3,3,2,3,3,3,3,2
Comment not posted,3,3,3,3,3,3,3,3,3,3,3
Nice place..good restaurant...restaurant food good...service satisfactory...,1,1,1,3,3,3,3,3,3,3,3
The hotel is close to IISc and the rooms are spacious and cozy. Breakfast is quite diverse and a la carte meals from the restaurant are tasty. WLAN signal is strong throughout the hotel.,1,1,3,3,3,3,1,3,3,3,1
Ok hotel. Basic facilities. Mostly Clean. Friendly staff.,0,3,3,3,3,1,1,1,3,3,3
Good stay with parking and clean facilities. Easy to locate and near the main road. Easy to travel to other parts of the city as well. No amenities though which is the negative point of the hotel. Breakfast was good.,0,0,0,0,0,1,1,1,0,0,0
This was an awesome experience. I felt like I was in heaven. The staff are very well behaved and exceptionally helpful. You need not to worry about anything once you are in this hotel. Room conditions food quality services are simply 100 out of 100. I strongly recommend this hotel.  ,1,1,1,0,0,0,0,1,0,0,1
"I booked the hotel since it is situated near the Orion Mall, where the Bangalore Film Festival is held. Quick check-in and check out. Good dinner in the restaurant and nice breakfast also with a lot to choose between. The restaurant is situated on the 5th floor so there is a good view.   ",1,1,0,0,0,0,0,0,0,0,0
Good Location. Good Value for Money. Will recommend my friends and colleagues for comfortable stay at this hotel. Got good offer from makemytrip. Only drawback bathroom too small.,0,0,0,1,0,0,0,0,1,0,1
"Very nice. Value for money. Spacious rooms with hall and kitchenette. Excellent staff. All staff members were very helpful. Food in restaurant is also good and delicious. Got complementary buffet breakfast, which was quite nice and of good quality.",1,1,0,1,0,0,0,1,0,0,1
Building is old. Parking is adjacent but not a great place for parking. Rooms are claustrophobic. Roof top restaurant isnok. Service is good. Staff is good. Not a value for money. Nothing available in the vicinity. Bathroom fittings old. Hot water not readily available. Check in process is smooth. Linen is not up to mark. WiFi is OK.  ,0,0,1,1,0,0,0,1,0,0,1
"I was given room#306 which juts out room the hotel onto the main road. Needless to say it feels like sleeping on the road, with loud honking and other street noise coming in freely. I think if you book directly you can get a room towards the back of the hotel which are relatively better. Better to call and check ina dvance regarding which room is being given.  ",0,0,0,0,0,0,0,0,0,0,1
Excellent hotel with great prices by Makemytrip... Hotel is good and location too... Good services... Must opt for stay in Bengaluru... Near to airport makes it more convenient to opt... Thanks to the staff for their service attitude...,1,0,1,1,0,0,0,1,1,0,0
"We took a room 402 @ 4th floor wonderful room and which we had breakfast it's too tasty, staff attitude at lobby its very nice, it was my our first leisure break at krishinton, overall good service.",1,0,1,0,0,0,0,1,0,0,1
Great place to stay at Bangalore with great varieties of food !! Thanks to Krishinton for the awesome stay provided for me and my family. And I'm a regular visitor of Krishinton Bangalore. Highly recommended,1,1,0,0,0,0,0,0,0,0,0
"Good Hotel for Business stay, looks smaller from outside but Good Spacious Rooms. Good Staff. Restaurant on top floor is OK. Food is good. Rooms are real spacious with small kitchen and living room",0,1,0,0,0,0,0,1,0,0,1
"Located at mathikere nearby Yeshwantpur police station and IISc and Ms Ramaiah college. Easy access to bengaluru airport road. Mr. Suman, F&B manager was very cordial and co-operative as our checking was at very early hours.",0,0,0,0,0,0,0,0,0,0,0
"Receptionist is too good, she is so sweet, warm welcome by her. Room cleaning is awesome, bathroom is neat and clean. Best is food, the food is delicious, all thing I order just awesome and tasty, I love the entire food I orederd in 4 days. Service is good, all staff are helping.  ",1,1,1,0,0,1,0,1,0,1,1
"The suite room was spacious with a front room and dining area. There was no need for extra bed for 3 persons. The food service was a little slow, but they made up for the wait with good malabar fish curry, fish tikka and rice. The place is slightly expensive considering that there are many hotels with more facilities at lesser rates.  ",0,1,1,0,0,0,1,0,0,0,1
Location was good. Hotel room was nice. But service & room maintenance is OK. Food was nice. Cab and auto can easily available. WiFi was good. Rates are reasonable according to other hotels and rooms given. Room service required more concentration.,1,1,1,0,0,0,0,0,1,0,1
"Basically, I had come over to visit my friends, they live close by. 24 hour service helped me and my friends a lot to check-in and out at various times. The staff helped my friends get rides back to their place. The only bad part was that Wi-Fi is not available for all rooms.  ",2,0,1,0,0,0,0,1,0,0,1
"My stay at Krishinton, though very short, was excellent and comfortable. View in the morning hours from the top floor restaurant, where they serve the breakfast, was refreshing. I would recommend this if you are OK with location.",1,0,0,0,0,0,0,0,1,0,1
"Perfect business hotel. Food is good. I strongly recommend this hotel, if you are looking up for good stay in a decent budget. I booked this hotel online because it was near to the location I supposed to visit (for some business purpose). Staff is excellent and very friendly.  ",1,1,1,0,0,0,0,1,1,0,0
"Nice Hotel, I like this hotel staff is very nice & good behaviour 24 hrs check in time is available if you book directly from hotel. Nice food, rooms are neat & clean very big room, location is good, value for money hotel, recommended for all age people.",1,1,0,1,0,1,0,1,1,0,1
"Perfect business hotel. Just need to work on internet speed and TV channels. No English movie or entertainment channel was there. Staff is excellent and very friendly. Food is good, connectivity with ola and uber immediate.",1,1,1,0,0,0,0,1,0,0,1
Hotel location was convenient. Room clean and tidy. Food was good. Had a comfortable stay. Entrance lobby should be more spacious. Hardly any space for transport pickup and drop. Taxis do not identify the hotel properly.,0,1,0,0,0,1,0,0,1,0,1
"Booked an onyx but got a better suite for my stay. Emerald I believe. Spacious, neat, well lit and well furnished. Food was okay. Front office was very nice and cooperative. Service is quick. Bathroom was clean. Not a great view from the window but could see the hustle bustle of the city. Not noisy. A place worth staying.  ",0,1,1,0,0,1,0,0,0,0,1
Nice to visit krishinton good room service and excellent in cleanliness very Nice trip we had and trying to visit more times and receiving guests also good and good location to identify address thank you ..,1,0,1,0,0,1,0,0,1,0,1
GOOD HOTEL and one of the best for business travellers. Excellent service and facilities Can't complain much. Best for business visitors for nearby industrial area. Nice and quite big rooms. Good Breakfast spread real value for money offers and courteous service.,1,0,1,1,0,0,1,0,0,0,1
